InvoiceNo,CustomerID,InvoiceDate,ProductName,Category,Quantity,UnitPrice,TotalSpend
INV103513,10381.0,2023-10-12 05:25:11,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103514,10132.0,2023-10-12 07:21:41,Backpack,Accessories,2,49.99,99.98
INV103515,10020.0,2023-10-12 09:18:12,Denim Jacket,Apparel,1,74.99,74.99
INV103516,10906.0,2023-10-12 11:14:42,Running Shoes,Footwear,1,89.99,89.99
INV103517,10536.0,2023-10-12 13:11:12,Smart Watch,Electronics,4,129.99,519.96
INV103518,10227.0,2023-10-12 15:07:43,Smart Watch,Electronics,1,129.99,129.99
INV103519,10154.0,2023-10-12 17:04:13,Denim Jacket,Apparel,2,74.99,149.98
INV103520,10805.0,2023-10-12 19:00:44,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103521,10742.0,2023-10-12 20:57:14,Sunglasses,Accessories,2,35.0,70.0
INV103522,10469.0,2023-10-12 22:53:44,Sunglasses,Accessories,3,35.0,105.0
INV103523,10822.0,2023-10-13 00:50:15,Backpack,Accessories,4,49.99,199.96
INV103524,10871.0,2023-10-13 02:46:45,Bluetooth Speaker,Electronics,3,45.0,135.0
INV103525,10405.0,2023-10-13 04:43:15,Denim Jacket,Apparel,2,74.99,149.98
INV103526,10202.0,2023-10-13 06:39:46,Sunglasses,Accessories,1,35.0,35.0
INV103527,10038.0,2023-10-13 08:36:16,Sunglasses,Accessories,2,35.0,70.0
INV103528,10942.0,2023-10-13 10:32:46,Sunglasses,Accessories,2,35.0,70.0
INV103529,10772.0,2023-10-13 12:29:17,Yoga Mat,Fitness,1,24.99,24.99
INV103530,10188.0,2023-10-13 14:25:47,Leather Wallet,Accessories,1,29.99,29.99
INV103531,10057.0,2023-10-13 16:22:17,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV103532,10941.0,2023-10-13 18:18:48,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103533,10020.0,2023-10-13 20:15:18,Wireless Earbuds,Electronics,1,59.99,59.99
INV103534,10273.0,2023-10-13 22:11:48,Wireless Earbuds,Electronics,4,59.99,239.96
INV103535,10119.0,2023-10-14 00:08:19,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103536,10583.0,2023-10-14 02:04:49,Denim Jacket,Apparel,1,74.99,74.99
INV103537,10516.0,2023-10-14 04:01:20,Denim Jacket,Apparel,2,74.99,149.98
INV103538,10221.0,2023-10-14 05:57:50,Wireless Earbuds,Electronics,1,59.99,59.99
INV103539,10526.0,2023-10-14 07:54:20,Backpack,Accessories,2,49.99,99.98
INV103540,10515.0,2023-10-14 09:50:51,Wireless Earbuds,Electronics,1,59.99,59.99
INV103541,10728.0,2023-10-14 11:47:21,Denim Jacket,Apparel,1,74.99,74.99
INV103542,10741.0,2023-10-14 13:43:51,Sunglasses,Accessories,1,35.0,35.0
INV103543,10336.0,2023-10-14 15:40:22,Backpack,Accessories,5,49.99,249.95000000000002
INV103544,10698.0,2023-10-14 17:36:52,Running Shoes,Footwear,1,89.99,89.99
INV103545,10055.0,2023-10-14 19:33:22,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103546,10500.0,2023-10-14 21:29:53,Yoga Mat,Fitness,1,24.99,24.99
INV103547,10900.0,2023-10-14 23:26:23,Leather Wallet,Accessories,1,29.99,29.99
INV103548,10888.0,2023-10-15 01:22:53,Running Shoes,Footwear,1,89.99,89.99
INV103549,10766.0,2023-10-15 03:19:24,Smart Watch,Electronics,1,129.99,129.99
INV103550,10536.0,2023-10-15 05:15:54,Wireless Earbuds,Electronics,2,59.99,119.98
INV103551,10162.0,2023-10-15 07:12:24,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103552,10670.0,2023-10-15 09:08:55,Wireless Earbuds,Electronics,3,59.99,179.97
INV103553,10594.0,2023-10-15 11:05:25,Wireless Earbuds,Electronics,2,59.99,119.98
INV103554,10915.0,2023-10-15 13:01:56,Running Shoes,Footwear,1,89.99,89.99
INV103555,10159.0,2023-10-15 14:58:26,Sunglasses,Accessories,1,35.0,35.0
INV103556,10188.0,2023-10-15 16:54:56,Sunglasses,Accessories,2,35.0,70.0
INV103557,10060.0,2023-10-15 18:51:27,Yoga Mat,Fitness,2,24.99,49.98
INV103558,10915.0,2023-10-15 20:47:57,Backpack,Accessories,1,49.99,49.99
INV103559,10817.0,2023-10-15 22:44:27,Wireless Earbuds,Electronics,4,59.99,239.96
INV103560,10319.0,2023-10-16 00:40:58,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103561,10878.0,2023-10-16 02:37:28,Sunglasses,Accessories,1,35.0,35.0
INV103562,10211.0,2023-10-16 04:33:58,Denim Jacket,Apparel,1,74.99,74.99
INV103563,10406.0,2023-10-16 06:30:29,Stainless Steel Bottle,Fitness,4,19.99,79.96
INV103564,10664.0,2023-10-16 08:26:59,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103565,10109.0,2023-10-16 10:23:29,Running Shoes,Footwear,3,89.99,269.96999999999997
INV103566,10076.0,2023-10-16 12:20:00,Running Shoes,Footwear,1,89.99,89.99
INV103567,10542.0,2023-10-16 14:16:30,Yoga Mat,Fitness,1,24.99,24.99
INV103568,10314.0,2023-10-16 16:13:00,Yoga Mat,Fitness,1,24.99,24.99
INV103569,10117.0,2023-10-16 18:09:31,Backpack,Accessories,3,49.99,149.97
INV103570,10927.0,2023-10-16 20:06:01,Denim Jacket,Apparel,1,74.99,74.99
INV103571,10868.0,2023-10-16 22:02:32,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103572,10704.0,2023-10-16 23:59:02,Denim Jacket,Apparel,1,74.99,74.99
INV103573,10019.0,2023-10-17 01:55:32,Smart Watch,Electronics,3,129.99,389.97
INV103574,10432.0,2023-10-17 03:52:03,Yoga Mat,Fitness,1,24.99,24.99
INV103575,10685.0,2023-10-17 05:48:33,Backpack,Accessories,1,49.99,49.99
INV103576,10740.0,2023-10-17 07:45:03,Leather Wallet,Accessories,1,29.99,29.99
INV103577,10350.0,2023-10-17 09:41:34,Wireless Earbuds,Electronics,5,59.99,299.95
INV103578,10183.0,2023-10-17 11:38:04,Wireless Earbuds,Electronics,3,59.99,179.97
INV103579,10113.0,2023-10-17 13:34:34,Leather Wallet,Accessories,2,29.99,59.98
INV103580,10183.0,2023-10-17 15:31:05,Sunglasses,Accessories,1,35.0,35.0
INV103581,10481.0,2023-10-17 17:27:35,Denim Jacket,Apparel,1,74.99,74.99
INV103582,10146.0,2023-10-17 19:24:05,Leather Wallet,Accessories,4,29.99,119.96
INV103583,10831.0,2023-10-17 21:20:36,Backpack,Accessories,1,49.99,49.99
INV103584,10628.0,2023-10-17 23:17:06,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103585,10113.0,2023-10-18 01:13:36,Leather Wallet,Accessories,1,29.99,29.99
INV103586,10763.0,2023-10-18 03:10:07,Backpack,Accessories,4,49.99,199.96
INV103587,10476.0,2023-10-18 05:06:37,Yoga Mat,Fitness,1,24.99,24.99
INV103588,10763.0,2023-10-18 07:03:08,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103589,10303.0,2023-10-18 08:59:38,Running Shoes,Footwear,3,89.99,269.96999999999997
INV103590,10825.0,2023-10-18 10:56:08,Running Shoes,Footwear,1,89.99,89.99
INV103591,10118.0,2023-10-18 12:52:39,Smart Watch,Electronics,1,129.99,129.99
INV103592,10813.0,2023-10-18 14:49:09,Denim Jacket,Apparel,10,74.99,749.9
INV103593,10161.0,2023-10-18 16:45:39,Stainless Steel Bottle,Fitness,5,19.99,99.94999999999999
INV103594,10401.0,2023-10-18 18:42:10,Bluetooth Speaker,Electronics,3,45.0,135.0
INV103595,10198.0,2023-10-18 20:38:40,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103596,10260.0,2023-10-18 22:35:10,Yoga Mat,Fitness,1,24.99,24.99
INV103597,10660.0,2023-10-19 00:31:41,Leather Wallet,Accessories,4,29.99,119.96
INV103598,10752.0,2023-10-19 02:28:11,Denim Jacket,Apparel,1,74.99,74.99
INV103599,10047.0,2023-10-19 04:24:41,Wireless Earbuds,Electronics,3,59.99,179.97
INV103600,10399.0,2023-10-19 06:21:12,Bluetooth Speaker,Electronics,4,45.0,180.0
INV103601,10710.0,2023-10-19 08:17:42,Backpack,Accessories,2,49.99,99.98
INV103602,10559.0,2023-10-19 10:14:12,Wireless Earbuds,Electronics,3,59.99,179.97
INV103603,10078.0,2023-10-19 12:10:43,Smart Watch,Electronics,3,129.99,389.97
INV103604,10124.0,2023-10-19 14:07:13,Leather Wallet,Accessories,1,29.99,29.99
INV103605,10075.0,2023-10-19 16:03:44,Leather Wallet,Accessories,2,29.99,59.98
INV103606,10871.0,2023-10-19 18:00:14,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103607,10137.0,2023-10-19 19:56:44,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103608,10602.0,2023-10-19 21:53:15,Yoga Mat,Fitness,1,24.99,24.99
INV103609,10400.0,2023-10-19 23:49:45,Sunglasses,Accessories,1,35.0,35.0
INV103610,10837.0,2023-10-20 01:46:15,Sunglasses,Accessories,3,35.0,105.0
INV103611,10505.0,2023-10-20 03:42:46,Running Shoes,Footwear,8,89.99,719.92
INV103612,10500.0,2023-10-20 05:39:16,Backpack,Accessories,1,49.99,49.99
INV103613,10573.0,2023-10-20 07:35:46,Wireless Earbuds,Electronics,2,59.99,119.98
INV103614,10138.0,2023-10-20 09:32:17,Smart Watch,Electronics,2,129.99,259.98
INV103615,10050.0,2023-10-20 11:28:47,Running Shoes,Footwear,5,89.99,449.95
INV103616,10771.0,2023-10-20 13:25:17,Leather Wallet,Accessories,1,29.99,29.99
INV103617,10619.0,2023-10-20 15:21:48,Wireless Earbuds,Electronics,2,59.99,119.98
INV103618,10625.0,2023-10-20 17:18:18,Denim Jacket,Apparel,4,74.99,299.96
INV103619,10862.0,2023-10-20 19:14:48,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103620,10254.0,2023-10-20 21:11:19,Smart Watch,Electronics,4,129.99,519.96
INV103621,10630.0,2023-10-20 23:07:49,Denim Jacket,Apparel,4,74.99,299.96
INV103622,10710.0,2023-10-21 01:04:20,Yoga Mat,Fitness,4,24.99,99.96
INV103623,10849.0,2023-10-21 03:00:50,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103624,10877.0,2023-10-21 04:57:20,Wireless Earbuds,Electronics,1,59.99,59.99
INV103625,10563.0,2023-10-21 06:53:51,Bluetooth Speaker,Electronics,4,45.0,180.0
INV103626,10757.0,2023-10-21 08:50:21,Running Shoes,Footwear,1,89.99,89.99
INV103627,10915.0,2023-10-21 10:46:51,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV103628,10426.0,2023-10-21 12:43:22,Running Shoes,Footwear,1,89.99,89.99
INV103629,10547.0,2023-10-21 14:39:52,Yoga Mat,Fitness,1,24.99,24.99
INV103630,10302.0,2023-10-21 16:36:22,Backpack,Accessories,1,49.99,49.99
INV103631,10922.0,2023-10-21 18:32:53,Denim Jacket,Apparel,2,74.99,149.98
INV103632,10581.0,2023-10-21 20:29:23,Running Shoes,Footwear,1,89.99,89.99
INV103633,10349.0,2023-10-21 22:25:53,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV103634,10832.0,2023-10-22 00:22:24,Backpack,Accessories,2,49.99,99.98
INV103635,10933.0,2023-10-22 02:18:54,Running Shoes,Footwear,2,89.99,179.98
INV103636,10049.0,2023-10-22 04:15:25,Leather Wallet,Accessories,2,29.99,59.98
INV103637,10917.0,2023-10-22 06:11:55,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103638,10074.0,2023-10-22 08:08:25,Denim Jacket,Apparel,1,74.99,74.99
INV103639,10704.0,2023-10-22 10:04:56,Smart Watch,Electronics,1,129.99,129.99
INV103640,10261.0,2023-10-22 12:01:26,Sunglasses,Accessories,2,35.0,70.0
INV103641,10356.0,2023-10-22 13:57:56,Backpack,Accessories,2,49.99,99.98
INV103642,10582.0,2023-10-22 15:54:27,Leather Wallet,Accessories,1,29.99,29.99
INV103643,10602.0,2023-10-22 17:50:57,Smart Watch,Electronics,1,129.99,129.99
INV103644,10260.0,2023-10-22 19:47:27,Wireless Earbuds,Electronics,2,59.99,119.98
INV103645,10638.0,2023-10-22 21:43:58,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103646,10743.0,2023-10-22 23:40:28,Leather Wallet,Accessories,4,29.99,119.96
INV103647,10295.0,2023-10-23 01:36:58,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103648,10931.0,2023-10-23 03:33:29,Wireless Earbuds,Electronics,5,59.99,299.95
INV103649,10641.0,2023-10-23 05:29:59,Wireless Earbuds,Electronics,1,59.99,59.99
INV103650,10792.0,2023-10-23 07:26:29,Backpack,Accessories,1,49.99,49.99
INV103651,10313.0,2023-10-23 09:23:00,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103652,10612.0,2023-10-23 11:19:30,Leather Wallet,Accessories,1,29.99,29.99
INV103653,10838.0,2023-10-23 13:16:01,Yoga Mat,Fitness,1,24.99,24.99
INV103654,10809.0,2023-10-23 15:12:31,Leather Wallet,Accessories,1,29.99,29.99
INV103655,10182.0,2023-10-23 17:09:01,Running Shoes,Footwear,2,89.99,179.98
INV103656,10686.0,2023-10-23 19:05:32,Wireless Earbuds,Electronics,1,59.99,59.99
INV103657,10828.0,2023-10-23 21:02:02,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV103658,10364.0,2023-10-23 22:58:32,Wireless Earbuds,Electronics,1,59.99,59.99
INV103659,10188.0,2023-10-24 00:55:03,Wireless Earbuds,Electronics,4,59.99,239.96
INV103660,10569.0,2023-10-24 02:51:33,Sunglasses,Accessories,2,35.0,70.0
INV103661,10543.0,2023-10-24 04:48:03,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103662,10596.0,2023-10-24 06:44:34,Yoga Mat,Fitness,1,24.99,24.99
INV103663,10664.0,2023-10-24 08:41:04,Smart Watch,Electronics,1,129.99,129.99
INV103664,10548.0,2023-10-24 10:37:34,Smart Watch,Electronics,1,129.99,129.99
INV103665,10725.0,2023-10-24 12:34:05,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103666,10926.0,2023-10-24 14:30:35,Wireless Earbuds,Electronics,2,59.99,119.98
INV103667,10408.0,2023-10-24 16:27:05,Smart Watch,Electronics,4,129.99,519.96
INV103668,10876.0,2023-10-24 18:23:36,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV103669,10618.0,2023-10-24 20:20:06,Yoga Mat,Fitness,5,24.99,124.94999999999999
INV103670,10414.0,2023-10-24 22:16:37,Smart Watch,Electronics,5,129.99,649.95
INV103671,10342.0,2023-10-25 00:13:07,Bluetooth Speaker,Electronics,3,45.0,135.0
INV103672,10220.0,2023-10-25 02:09:37,Running Shoes,Footwear,1,89.99,89.99
INV103673,10903.0,2023-10-25 04:06:08,Smart Watch,Electronics,1,129.99,129.99
INV103674,10163.0,2023-10-25 06:02:38,Yoga Mat,Fitness,1,24.99,24.99
INV103675,10220.0,2023-10-25 07:59:08,Backpack,Accessories,2,49.99,99.98
INV103676,10270.0,2023-10-25 09:55:39,Backpack,Accessories,1,49.99,49.99
INV103677,10632.0,2023-10-25 11:52:09,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103678,10906.0,2023-10-25 13:48:39,Leather Wallet,Accessories,1,29.99,29.99
INV103679,10848.0,2023-10-25 15:45:10,Leather Wallet,Accessories,1,29.99,29.99
INV103680,10400.0,2023-10-25 17:41:40,Smart Watch,Electronics,2,129.99,259.98
INV103681,10182.0,2023-10-25 19:38:10,Denim Jacket,Apparel,1,74.99,74.99
INV103682,10618.0,2023-10-25 21:34:41,Running Shoes,Footwear,2,89.99,179.98
INV103683,10729.0,2023-10-25 23:31:11,Bluetooth Speaker,Electronics,3,45.0,135.0
INV103684,10205.0,2023-10-26 01:27:41,Running Shoes,Footwear,1,89.99,89.99
INV103685,10582.0,2023-10-26 03:24:12,Backpack,Accessories,2,49.99,99.98
INV103686,10556.0,2023-10-26 05:20:42,Smart Watch,Electronics,3,129.99,389.97
INV103687,10841.0,2023-10-26 07:17:13,Yoga Mat,Fitness,1,24.99,24.99
INV103688,10813.0,2023-10-26 09:13:43,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103689,10228.0,2023-10-26 11:10:13,Running Shoes,Footwear,1,89.99,89.99
INV103690,10696.0,2023-10-26 13:06:44,Yoga Mat,Fitness,2,24.99,49.98
INV103691,10619.0,2023-10-26 15:03:14,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103692,10596.0,2023-10-26 16:59:44,Running Shoes,Footwear,1,89.99,89.99
INV103693,10850.0,2023-10-26 18:56:15,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103694,10250.0,2023-10-26 20:52:45,Backpack,Accessories,1,49.99,49.99
INV103695,10875.0,2023-10-26 22:49:15,Wireless Earbuds,Electronics,3,59.99,179.97
INV103696,10441.0,2023-10-27 00:45:46,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103697,10533.0,2023-10-27 02:42:16,Backpack,Accessories,3,49.99,149.97
INV103698,10196.0,2023-10-27 04:38:46,Sunglasses,Accessories,1,35.0,35.0
INV103699,10690.0,2023-10-27 06:35:17,Denim Jacket,Apparel,2,74.99,149.98
INV103700,10929.0,2023-10-27 08:31:47,Smart Watch,Electronics,2,129.99,259.98
INV103701,10519.0,2023-10-27 10:28:17,Sunglasses,Accessories,-2,35.0,70.0
INV103702,10070.0,2023-10-27 12:24:48,Yoga Mat,Fitness,1,24.99,24.99
INV103703,10639.0,2023-10-27 14:21:18,Bluetooth Speaker,Electronics,3,45.0,135.0
INV103704,10399.0,2023-10-27 16:17:49,Smart Watch,Electronics,1,129.99,129.99
INV103705,10672.0,2023-10-27 18:14:19,Smart Watch,Electronics,1,129.99,129.99
INV103706,10760.0,2023-10-27 20:10:49,Sunglasses,Accessories,2,35.0,70.0
INV103707,10203.0,2023-10-27 22:07:20,Sunglasses,Accessories,3,35.0,105.0
INV103708,10148.0,2023-10-28 00:03:50,Wireless Earbuds,Electronics,2,59.99,119.98
INV103709,10472.0,2023-10-28 02:00:20,Running Shoes,Footwear,1,89.99,89.99
INV103710,10655.0,2023-10-28 03:56:51,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103711,10944.0,2023-10-28 05:53:21,Backpack,Accessories,2,49.99,99.98
INV103712,10199.0,2023-10-28 07:49:51,Leather Wallet,Accessories,4,29.99,119.96
INV103713,10917.0,2023-10-28 09:46:22,Bluetooth Speaker,Electronics,3,45.0,135.0
INV103714,10426.0,2023-10-28 11:42:52,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103715,10666.0,2023-10-28 13:39:22,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103716,10492.0,2023-10-28 15:35:53,Smart Watch,Electronics,3,129.99,389.97
INV103717,10888.0,2023-10-28 17:32:23,Yoga Mat,Fitness,2,24.99,49.98
INV103718,10896.0,2023-10-28 19:28:53,Smart Watch,Electronics,8,129.99,1039.92
INV103719,10142.0,2023-10-28 21:25:24,Yoga Mat,Fitness,1,24.99,24.99
INV103720,10313.0,2023-10-28 23:21:54,Sunglasses,Accessories,1,35.0,35.0
INV103721,10165.0,2023-10-29 01:18:25,Leather Wallet,Accessories,1,29.99,29.99
INV103722,10314.0,2023-10-29 03:14:55,Smart Watch,Electronics,2,129.99,259.98
INV103723,10021.0,2023-10-29 05:11:25,Yoga Mat,Fitness,4,24.99,99.96
INV103724,10082.0,2023-10-29 07:07:56,Smart Watch,Electronics,1,129.99,129.99
INV103725,10581.0,2023-10-29 09:04:26,Denim Jacket,Apparel,2,74.99,149.98
INV103726,10131.0,2023-10-29 11:00:56,Smart Watch,Electronics,2,129.99,259.98
INV103727,10599.0,2023-10-29 12:57:27,Leather Wallet,Accessories,2,29.99,59.98
INV103728,10730.0,2023-10-29 14:53:57,Leather Wallet,Accessories,1,29.99,29.99
INV103729,10933.0,2023-10-29 16:50:27,Yoga Mat,Fitness,3,24.99,74.97
INV103730,10305.0,2023-10-29 18:46:58,Yoga Mat,Fitness,1,24.99,24.99
INV103731,10915.0,2023-10-29 20:43:28,Sunglasses,Accessories,3,35.0,105.0
INV103732,10371.0,2023-10-29 22:39:58,Leather Wallet,Accessories,1,29.99,29.99
INV103733,10857.0,2023-10-30 00:36:29,Leather Wallet,Accessories,1,29.99,29.99
INV103734,10853.0,2023-10-30 02:32:59,Wireless Earbuds,Electronics,3,59.99,179.97
INV103735,10384.0,2023-10-30 04:29:29,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103736,10908.0,2023-10-30 06:26:00,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103737,10445.0,2023-10-30 08:22:30,Smart Watch,Electronics,2,129.99,259.98
INV103738,10425.0,2023-10-30 10:19:01,Running Shoes,Footwear,2,89.99,179.98
INV103739,10161.0,2023-10-30 12:15:31,Sunglasses,Accessories,2,35.0,70.0
INV103740,10178.0,2023-10-30 14:12:01,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103741,10629.0,2023-10-30 16:08:32,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103742,10708.0,2023-10-30 18:05:02,Wireless Earbuds,Electronics,1,59.99,59.99
INV103743,10895.0,2023-10-30 20:01:32,Running Shoes,Footwear,1,89.99,89.99
INV103744,10490.0,2023-10-30 21:58:03,Yoga Mat,Fitness,4,24.99,99.96
INV103745,10327.0,2023-10-30 23:54:33,Leather Wallet,Accessories,1,29.99,29.99
INV103746,10598.0,2023-10-31 01:51:03,Denim Jacket,Apparel,1,74.99,74.99
INV103747,10289.0,2023-10-31 03:47:34,Sunglasses,Accessories,1,35.0,35.0
INV103748,10593.0,2023-10-31 05:44:04,Backpack,Accessories,1,49.99,49.99
INV103749,10664.0,2023-10-31 07:40:34,Leather Wallet,Accessories,2,29.99,59.98
INV103750,10573.0,2023-10-31 09:37:05,Denim Jacket,Apparel,2,74.99,149.98
INV103751,10573.0,2023-10-31 11:33:35,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103752,10354.0,2023-10-31 13:30:06,Yoga Mat,Fitness,1,24.99,24.99
INV103753,10028.0,2023-10-31 15:26:36,Running Shoes,Footwear,1,89.99,89.99
INV103754,10043.0,2023-10-31 17:23:06,Stainless Steel Bottle,Fitness,3,19.99,59.97
INV103755,10681.0,2023-10-31 19:19:37,Leather Wallet,Accessories,2,29.99,59.98
INV103756,10423.0,2023-10-31 21:16:07,Leather Wallet,Accessories,1,29.99,29.99
INV103757,10598.0,2023-10-31 23:12:37,Running Shoes,Footwear,1,89.99,89.99
INV103758,10177.0,2023-11-01 01:09:08,Backpack,Accessories,2,49.99,99.98
INV103759,10529.0,2023-11-01 03:05:38,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV103760,10610.0,2023-11-01 05:02:08,Stainless Steel Bottle,Fitness,4,19.99,79.96
INV103761,10494.0,2023-11-01 06:58:39,Yoga Mat,Fitness,1,24.99,24.99
INV103762,10198.0,2023-11-01 08:55:09,Leather Wallet,Accessories,1,29.99,29.99
INV103763,10610.0,2023-11-01 10:51:39,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103764,10577.0,2023-11-01 12:48:10,Backpack,Accessories,3,49.99,149.97
INV103765,10842.0,2023-11-01 14:44:40,Stainless Steel Bottle,Fitness,5,19.99,99.94999999999999
INV103766,10853.0,2023-11-01 16:41:10,Running Shoes,Footwear,1,89.99,89.99
INV103767,10517.0,2023-11-01 18:37:41,Yoga Mat,Fitness,1,24.99,24.99
INV103768,10514.0,2023-11-01 20:34:11,Wireless Earbuds,Electronics,1,59.99,59.99
INV103769,10022.0,2023-11-01 22:30:42,Running Shoes,Footwear,1,89.99,89.99
INV103770,10112.0,2023-11-02 00:27:12,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103771,10057.0,2023-11-02 02:23:42,Wireless Earbuds,Electronics,2,59.99,119.98
INV103772,10066.0,2023-11-02 04:20:13,Leather Wallet,Accessories,1,29.99,29.99
INV103773,10842.0,2023-11-02 06:16:43,Wireless Earbuds,Electronics,1,59.99,59.99
INV103774,10098.0,2023-11-02 08:13:13,Backpack,Accessories,2,49.99,99.98
INV103775,10144.0,2023-11-02 10:09:44,Smart Watch,Electronics,1,129.99,129.99
INV103776,10880.0,2023-11-02 12:06:14,Backpack,Accessories,1,49.99,49.99
INV103777,10435.0,2023-11-02 14:02:44,Running Shoes,Footwear,1,89.99,89.99
INV103778,10637.0,2023-11-02 15:59:15,Smart Watch,Electronics,4,129.99,519.96
INV103779,10679.0,2023-11-02 17:55:45,Running Shoes,Footwear,3,89.99,269.96999999999997
INV103780,10086.0,2023-11-02 19:52:15,Sunglasses,Accessories,1,35.0,35.0
INV103781,10588.0,2023-11-02 21:48:46,Yoga Mat,Fitness,2,24.99,49.98
INV103782,10344.0,2023-11-02 23:45:16,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103783,10936.0,2023-11-03 01:41:46,Leather Wallet,Accessories,2,29.99,59.98
INV103784,10294.0,2023-11-03 03:38:17,Leather Wallet,Accessories,2,29.99,59.98
INV103785,10571.0,2023-11-03 05:34:47,Sunglasses,Accessories,3,35.0,105.0
INV103786,10650.0,2023-11-03 07:31:18,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103787,10611.0,2023-11-03 09:27:48,Denim Jacket,Apparel,10,74.99,749.9
INV103788,10704.0,2023-11-03 11:24:18,Running Shoes,Footwear,5,89.99,449.95
INV103789,10243.0,2023-11-03 13:20:49,Bluetooth Speaker,Electronics,4,45.0,180.0
INV103790,10831.0,2023-11-03 15:17:19,Bluetooth Speaker,Electronics,2,45.0,90.0
INV103791,10561.0,2023-11-03 17:13:49,Backpack,Accessories,1,49.99,49.99
INV103792,10032.0,2023-11-03 19:10:20,Backpack,Accessories,1,49.99,49.99
INV103793,10391.0,2023-11-03 21:06:50,Denim Jacket,Apparel,1,74.99,74.99
INV103794,10277.0,2023-11-03 23:03:20,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103795,10532.0,2023-11-04 00:59:51,Sunglasses,Accessories,2,35.0,70.0
INV103796,10154.0,2023-11-04 02:56:21,Wireless Earbuds,Electronics,2,59.99,119.98
INV103797,10383.0,2023-11-04 04:52:51,Backpack,Accessories,4,49.99,199.96
INV103798,10068.0,2023-11-04 06:49:22,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103799,10878.0,2023-11-04 08:45:52,Yoga Mat,Fitness,1,24.99,24.99
INV103800,10884.0,2023-11-04 10:42:22,Leather Wallet,Accessories,3,29.99,89.97
INV103801,10214.0,2023-11-04 12:38:53,Leather Wallet,Accessories,1,29.99,29.99
INV103802,10655.0,2023-11-04 14:35:23,Stainless Steel Bottle,Fitness,1,19.99,19.99
INV103803,10376.0,2023-11-04 16:31:54,Denim Jacket,Apparel,10,74.99,749.9
INV103804,10744.0,2023-11-04 18:28:24,Sunglasses,Accessories,3,35.0,105.0
INV103805,10213.0,2023-11-04 20:24:54,Bluetooth Speaker,Electronics,1,45.0,45.0
INV103806,10079.0,2023-11-04 22:21:25,Denim Jacket,Apparel,3,74.99,224.96999999999997
INV103807,10726.0,2023-11-05 00:17:55,Stainless Steel Bottle,Fitness,2,19.99,39.98
INV103808,10628.0,2023-11-05 02:14:25,Sunglasses,Accessories,3,35.0,105.0
INV103809,10604.0,2023-11-05 04:10:56,Sunglasses,Accessories,3,35.0,105.0
INV103810,10782.0,2023-11-05 06:07:26,Running Shoes,Footwear,1,89.99,89.99
INV103811,10923.0,2023-11-05 08:03:56,Smart Watch,Electronics,2,129.99,259.98
INV103812,10381.0,2023-11-05 10:00:27,Leather Wallet,Accessories,1,29.99,29.99
